variety,soil_type,season,seeding_method,fertilizer_kg_ha,temperature_avg,rainfall_mm,humidity_avg,historical_yield_tons_ha,yield_tons_ha
IR64,Sandy Loam,Dry,Transplanted,116.87744512980765,28.50178125961012,145.33488559503215,77.7876926342313,5.47414442455177,4.85
NSIC Rc 222,Sandy Loam,Wet,Direct Seeded,101.98669818136688,23.271192918570485,343.7139670170225,80.15115650052003,4.27962222647466,5.62
NSIC Rc 160,Clay,Wet,Direct Seeded,175.388610954172,27.061700856552026,180.82850306883614,79.3551020806359,2.80570135242088,5.29
NSIC Rc 222,Clay,Dry,Transplanted,163.76689354997964,27.291631009556625,49.571694991844986,85.89796750475921,2.694598380104144,5.94
NSIC 218,Sandy Loam,Wet,Direct Seeded,98.18827601208687,27.1444642813531,214.42263120848915,66.56272293210345,4.499820332421621,5.84
NSIC Rc 222,Clay Loam,Wet,Direct Seeded,65.45287916633092,27.694918385200097,386.010625433952,79.10238489591407,4.472803431775445,5.41
NSIC Rc 160,Sandy Loam,Wet,Transplanted,60.77113181682038,22.187247137943906,355.9639501231145,63.03343128558282,4.744521378934266,4.07
IR64,Clay Loam,Dry,Direct Seeded,64.1413966848404,29.112272814705022,31.5811325300357,76.43804069697534,2.826336190697841,3.69
NSIC 218,Silty Clay,Dry,Direct Seeded,137.43040417880644,29.123943019529882,50.24795083995214,77.51875207469014,5.334706824265515,5.34
NSIC Rc 160,Silty Clay,Dry,Transplanted,57.749326374348456,23.15469775177888,96.04758517312231,66.48711896802521,4.153475241731934,4.26
NSIC 218,Sandy Loam,Wet,Transplanted,100.53903124460575,27.702394424458006,345.456928162228,71.7507938997371,4.448666563063647,5.24
Dinorado,Clay Loam,Wet,Transplanted,162.9799552871344,27.683611824357747,366.1393725755392,84.81578668751408,2.604557150134391,4.72
NSIC Rc 222,Sandy Loam,Dry,Transplanted,94.15222497730672,28.824504201904002,35.92568133416012,64.4522716125889,5.3829226435467215,5.36
Dinorado,Sandy Loam,Dry,Transplanted,164.4962115770195,22.85397692135081,137.23396605168398,73.0351859284752,4.187775546231846,5.01
NSIC Rc 160,Clay Loam,Dry,Direct Seeded,161.8200557310583,28.265033072660962,67.54341609315497,87.98199213634356,4.190089338983886,4.27
IR64,Sandy Loam,Wet,Direct Seeded,86.87406989498245,24.80751950746341,337.40142164558847,75.12326783098803,5.33066594869114,4.15
NSIC 218,Silty Clay,Dry,Direct Seeded,159.3233270139118,27.07002990496172,128.9948029608581,81.75401135499861,5.288050534551003,5.89
NSIC Rc 222,Clay,Wet,Direct Seeded,162.1664957408151,29.73323552704077,180.14655402955873,84.80598118666653,3.160895775451725,5.78
NSIC 218,Clay,Dry,Direct Seeded,109.61808885005402,29.056459363630132,44.89311623403434,66.11323124536477,5.293296465717788,5.41
NSIC Rc 160,Sandy Loam,Wet,Transplanted,81.56307256122773,23.189030176779934,279.14033162130784,66.54651706598797,4.709863868140184,4.26
NSIC 218,Clay Loam,Wet,Direct Seeded,128.19062103378036,27.91184787116073,261.0609802005805,82.75774368295151,2.556702181994252,5.32
NSIC Rc 222,Clay Loam,Dry,Direct Seeded,188.20963820002945,31.691165309407385,53.84356971158466,82.59920214529203,3.219529446215015,5.25
NSIC Rc 160,Silty Clay,Wet,Direct Seeded,145.9425098648093,23.567694373350022,227.787894567595,61.80549961918857,3.738940436414339,3.91
NSIC 218,Clay Loam,Dry,Direct Seeded,75.93837464408918,30.52907087725415,18.291275604149522,69.67494722084894,4.248467366517264,4.92
IR64,Clay Loam,Wet,Direct Seeded,152.41353871002798,29.025480805537768,358.5101024299014,71.95597475725314,4.603989191466066,4.4
NSIC Rc 160,Silty Clay,Wet,Transplanted,114.08045409227519,29.740033129097597,266.03480059355843,84.87121210413461,3.130631181870698,4.61
NSIC Rc 160,Sandy Loam,Dry,Direct Seeded,138.72931960330595,24.819583271426453,46.08747690598035,72.65586766289212,5.010101542821067,4.37
IR64,Clay,Wet,Direct Seeded,160.10960525346619,24.878889293798423,165.0744003393874,87.7778667120973,5.037145971667464,4.23
Dinorado,Silty Clay,Dry,Direct Seeded,127.24210272716672,31.06019455776488,78.64393465486219,89.8982333142192,4.404996457781732,4.46
NSIC Rc 222,Sandy Loam,Dry,Direct Seeded,172.09759618599628,25.598320320925588,142.45916848125393,83.42178497083049,5.263281731547095,6.23
Dinorado,Silty Clay,Dry,Direct Seeded,158.3233368974942,22.630153906928104,64.44641634480975,79.99160068701772,4.938947280691564,4.76
NSIC 218,Sandy Loam,Wet,Direct Seeded,142.2610010027766,28.0059670357945,218.74139593006706,71.75691497961368,3.1648709778806228,5.34
IR64,Silty Clay,Wet,Transplanted,72.61892237485273,23.248176690418425,207.15526450736127,62.011183381561004,4.896030598931081,3.97
Dinorado,Sandy Loam,Wet,Direct Seeded,175.39236663673523,29.96596241407908,371.86972120282087,77.19416269188392,5.3596062362593155,4.53
NSIC Rc 160,Silty Clay,Dry,Transplanted,190.3858377979724,28.417464425010575,99.56414312766842,70.85114716631972,2.9128193410552927,4.8
NSIC 218,Sandy Loam,Dry,Transplanted,70.54476857139423,30.747265052212082,69.87941644563031,70.52694227497031,5.436093654373087,4.76
NSIC 218,Silty Clay,Wet,Direct Seeded,123.23616941501459,29.848372497826354,311.85952515975,80.63127758128307,2.574978390310271,4.83
Dinorado,Clay,Wet,Direct Seeded,88.83331129557567,23.12113648338196,290.0940664705188,73.90918075789907,4.066501734321317,4.34
Dinorado,Clay,Dry,Direct Seeded,163.17849611383468,25.81070676434422,16.550859107511773,82.5628153431435,4.821679416935453,5.07
IR64,Clay Loam,Wet,Transplanted,158.244445400705,29.745602499145875,276.66231041967626,71.94519668056137,4.871314307638763,4.85
NSIC Rc 222,Sandy Loam,Dry,Direct Seeded,71.1327680855598,26.173414732663257,80.49456762553838,64.52590156459688,4.704017707438804,5.67
Dinorado,Silty Clay,Wet,Direct Seeded,181.55409068924558,31.723654847799782,312.5282568853664,73.8404257857074,4.088054118259485,4.7
Dinorado,Sandy Loam,Dry,Direct Seeded,77.14595959670035,29.357404498934493,19.22791053854892,88.5303754297609,4.452892966211186,4.06
NSIC Rc 160,Clay,Wet,Transplanted,169.58885384721611,22.15499916690321,338.7188866942812,84.04573887349675,4.599796556959341,4.32
NSIC 218,Sandy Loam,Wet,Transplanted,118.54705394420073,30.799856915608366,288.5961764578775,66.172477652201,3.983617672641687,5.01
NSIC Rc 222,Silty Clay,Dry,Direct Seeded,99.24084403372268,23.008047848685575,133.71798944365503,71.73901504934828,4.287054925403913,5.51
NSIC Rc 160,Sandy Loam,Dry,Transplanted,73.73588940113203,23.405237241800858,115.42517467312796,87.83376285661613,5.03910416037272,4.16
IR64,Silty Clay,Dry,Direct Seeded,75.14213842199442,29.34492400611051,63.011205975331265,63.710971761797,3.438637063437482,3.73
IR64,Clay,Wet,Transplanted,149.28358320513505,30.649685594304803,384.57135378815263,67.61850725594807,4.069618980905897,4.22
Dinorado,Clay,Dry,Direct Seeded,132.5645581920681,27.36349627899556,99.63061326678057,67.8666793761569,2.5254391630765234,4.96
Dinorado,Clay,Dry,Transplanted,68.31281324768491,24.89049732945779,25.683941743866495,77.1279862698595,4.56230919933038,4.66
IR64,Clay Loam,Wet,Direct Seeded,66.90467906574878,25.513155452531755,394.2085426625962,72.32199959133968,3.0861563938445253,3.52
Dinorado,Clay,Dry,Direct Seeded,60.84658621591872,25.42889329596056,108.35769817477112,62.396120219889,3.9430037611413065,4.42
NSIC Rc 222,Sandy Loam,Dry,Transplanted,161.56510210603162,25.26678103809512,125.18253725880572,78.87544363731257,3.1306156488413777,6.2
Dinorado,Clay Loam,Dry,Transplanted,156.78231278439338,24.4290967182165,125.04439079535283,62.972335935604505,2.5706011437354768,4.91
NSIC 218,Clay,Wet,Transplanted,58.76464862818627,28.088670946292332,398.83557915220575,78.19244795937234,3.94966165509405,4.6
Dinorado,Sandy Loam,Wet,Transplanted,134.04051133954596,31.004053185650672,317.3477775221612,75.21025140678077,3.774500819832121,4.37
NSIC Rc 160,Sandy Loam,Wet,Transplanted,62.70142328640348,25.07082413083341,383.1551166889696,74.81005982175938,3.775448540573142,3.79
NSIC Rc 222,Sandy Loam,Dry,Direct Seeded,185.56186559134125,23.86694297461412,49.79885667669181,62.0248873589769,3.126418479786611,5.78
NSIC Rc 160,Silty Clay,Wet,Direct Seeded,186.06761287701985,30.385776663714246,251.11992382698867,79.17661340650608,5.341613769244537,5.08
NSIC Rc 160,Clay Loam,Dry,Transplanted,154.73494847196952,29.41783330889703,46.924467338755726,72.93960775767992,2.5105214554320834,4.14
NSIC 218,Sandy Loam,Dry,Direct Seeded,188.9283382159175,31.308370315599106,82.99567630637499,72.3331836685706,5.174636349992015,5.25
NSIC Rc 222,Silty Clay,Dry,Direct Seeded,171.7179545620536,23.655197356049097,145.48810267017876,77.8935418925561,4.710705769418446,5.82
NSIC Rc 222,Clay,Wet,Transplanted,174.28078638905743,23.442513141165914,364.89809781184636,78.18744179839642,3.0162161005998147,5.53
NSIC Rc 222,Sandy Loam,Wet,Direct Seeded,135.45617758548997,27.414293943049966,377.29357468492026,60.45099887285966,3.9165759589106637,5.25
NSIC Rc 222,Silty Clay,Dry,Direct Seeded,95.90887973242639,28.144336548350953,138.87321686485194,63.756777036096196,5.466550244524818,5.7
NSIC Rc 222,Sandy Loam,Dry,Transplanted,82.66986726746325,26.801734418595895,60.34938744583745,67.09554662534163,4.431094710952921,5.28
NSIC 218,Clay Loam,Wet,Transplanted,99.08000330583937,27.989666363238754,376.0351180830689,80.33932000037937,2.8821301714560024,5.41
Dinorado,Clay Loam,Wet,Direct Seeded,144.27431451335931,23.803797688750713,357.71157072709536,77.30223381088823,3.8729267165692955,4.05
NSIC Rc 160,Clay,Wet,Transplanted,75.89848037485984,26.79613754164083,251.64979041031262,82.72887397154261,3.904609289718437,4.08
NSIC Rc 222,Sandy Loam,Dry,Direct Seeded,88.79603549559823,28.58092560939668,119.17613086562618,82.21823416631571,4.906789998649325,5.66
Dinorado,Silty Clay,Wet,Transplanted,120.20912941931967,26.327064492487036,189.7268704951836,85.59548607618453,5.248488798478466,4.96
Dinorado,Clay,Wet,Transplanted,84.95751477869234,28.79447335816598,233.48908908611145,71.30444583817241,2.7467246298662036,4.48
NSIC Rc 160,Sandy Loam,Wet,Transplanted,138.29655045740924,26.511912805538394,341.82214232452327,70.35191598549909,3.442111860858497,4.52
NSIC 218,Clay,Dry,Transplanted,188.47640426844947,25.335995808422773,138.98448697280404,84.9304620916039,3.395314380655345,5.85
IR64,Silty Clay,Wet,Direct Seeded,162.21340485546898,25.036050470870922,208.22137783249383,67.12804601601553,5.488144374757055,4.73
IR64,Clay,Dry,Transplanted,149.96399212233695,26.10902058988588,46.529705200464704,73.83517121020822,4.177681350074199,4.96
Dinorado,Clay,Dry,Transplanted,137.40822139756682,22.230896226822008,126.24139094441156,65.82976956066749,5.139494488359953,4.86
NSIC Rc 160,Clay,Dry,Direct Seeded,123.19218638855973,28.68525138446114,47.50538776728472,87.4152222641764,3.7780985483344716,4.48
IR64,Sandy Loam,Wet,Direct Seeded,77.98457894519896,30.451056409802618,269.5680162064931,72.23409039289876,4.6681694512268095,4.11
Dinorado,Silty Clay,Wet,Direct Seeded,184.20656831402982,25.546270944431186,291.349879496168,66.37460694692484,3.3597569269124383,5.37
NSIC 218,Clay Loam,Wet,Direct Seeded,87.28040030192545,22.460331361417186,300.9646406094688,80.76040171706737,5.235358070467701,5.32
IR64,Sandy Loam,Dry,Transplanted,63.69633163672411,31.867755973855576,58.05949762420949,67.33934034631436,3.8654387229596012,3.81
Dinorado,Clay Loam,Wet,Direct Seeded,162.50227688430428,24.63698255451067,383.93138709469963,88.3051080951067,4.911176491948262,4.89
Dinorado,Clay Loam,Dry,Transplanted,76.34233014967495,23.26621121690773,37.834896719105586,71.02851044428235,3.2674506500276945,4.19
NSIC Rc 222,Sandy Loam,Wet,Direct Seeded,105.78439993117641,25.69752507973028,315.37325510357937,79.93922136305511,4.580813025765638,5.46
NSIC 218,Sandy Loam,Wet,Transplanted,54.24273924364696,29.385570406335567,346.57470401932557,70.3573479347224,3.7154752132001074,4.6
NSIC Rc 222,Silty Clay,Wet,Direct Seeded,70.56019138106721,24.939165968905655,295.46958697290836,84.21736748980422,2.594318268923641,4.89
NSIC Rc 160,Silty Clay,Wet,Transplanted,75.98054461398681,27.747032039194877,358.39507971549085,86.90768223068328,3.7390247612771903,4.78
NSIC Rc 222,Clay,Dry,Transplanted,58.161519162526695,26.155599944371424,80.99117187017988,83.63755078244358,4.150064925266261,5.2
NSIC Rc 222,Clay Loam,Dry,Direct Seeded,148.49854349342678,23.177639922766186,128.06352519657378,85.4549705618256,2.955284841739526,5.22
IR64,Silty Clay,Dry,Transplanted,175.5511693704676,25.302870124921103,83.92729924097172,63.05642483812908,3.051739315577845,4.46
Dinorado,Clay,Dry,Transplanted,105.99731095489113,29.24870505714067,27.281601357033654,87.721940310992,3.8945883949694706,4.53
NSIC 218,Silty Clay,Wet,Transplanted,181.18647150773012,28.120038973314458,215.9159032674407,78.7290218662584,3.52818913730022,5.92
NSIC Rc 222,Sandy Loam,Dry,Transplanted,82.00198618401897,23.19778379883561,45.248630511803796,86.07652596498599,3.822221614010088,5.11
NSIC 218,Silty Clay,Dry,Direct Seeded,98.80856353418592,23.633224097143085,88.80066141938745,80.53310292556246,3.8824809679681684,5.07
NSIC Rc 222,Clay Loam,Dry,Transplanted,72.61054895467527,28.407333593074455,91.64624377987842,66.05543005631131,2.9202281311082667,5.67
NSIC Rc 160,Silty Clay,Wet,Transplanted,143.08387931284977,30.13415414320869,202.46941791719732,78.2866530493703,3.043583725810344,4.87
NSIC Rc 222,Clay Loam,Dry,Direct Seeded,112.98043863054602,25.49474495958169,90.76682649628178,62.72838719169423,5.0444961804384825,5.6
IR64,Sandy Loam,Dry,Direct Seeded,141.9925020262848,27.9531075184345,20.780488950870236,80.87169090654476,2.988156067931452,4.19
Dinorado,Clay Loam,Wet,Direct Seeded,164.25123580912754,23.706435887521053,381.58001218949244,72.27003423241717,4.497742999024783,4.32
NSIC Rc 160,Silty Clay,Wet,Transplanted,131.85545240494227,25.11376336905324,323.3702190893446,64.55199519300626,3.7555841403033763,4.29
NSIC Rc 222,Clay,Dry,Transplanted,144.14455323526818,22.202702056730526,115.5174249688656,89.37689447605243,5.404710057908923,5.51
NSIC 218,Sandy Loam,Dry,Direct Seeded,190.28754715914994,29.682759477995226,137.31994785846092,87.03253272632043,2.6983130856647124,5.28
NSIC Rc 160,Silty Clay,Wet,Transplanted,94.85964644132648,26.01009819772967,317.8813942645553,86.8063114020976,4.991166598092286,4.37
NSIC Rc 160,Sandy Loam,Dry,Direct Seeded,103.87459079509297,30.161255736539538,81.472652682186,83.66460919056759,3.9743476933078643,3.69
NSIC Rc 222,Sandy Loam,Wet,Transplanted,157.65550425640055,29.083729960227263,266.82380965711246,80.75943375430553,2.516057112592566,5.57
NSIC Rc 160,Silty Clay,Dry,Direct Seeded,141.695827558308,30.28744265728477,110.6361001480608,79.65238440876735,3.290980656818661,3.77
NSIC 218,Silty Clay,Dry,Transplanted,76.77993568095722,24.856586695828828,137.96216888511717,63.18281513111566,3.7230905576478084,5.57
NSIC Rc 160,Clay,Dry,Direct Seeded,106.42209650157352,23.85108730427845,99.96718569272223,87.01698705955363,3.4425842603467753,3.91
NSIC 218,Sandy Loam,Dry,Transplanted,120.17570196870724,31.719056826516706,104.40560142034715,86.43385188913831,3.5873483920418,5.35
NSIC Rc 222,Sandy Loam,Dry,Direct Seeded,112.9084756952584,29.173277870408697,110.99661787375364,82.4355787957456,5.25001572741154,5.51
Dinorado,Silty Clay,Wet,Transplanted,76.74122124830612,30.340422679266702,244.17431482337764,87.81944877225368,3.582802097176983,4.26
NSIC Rc 160,Clay Loam,Wet,Transplanted,188.66451376763933,22.131333737099336,288.9227986196597,76.59250354193976,3.7564881382081983,4.85
Dinorado,Silty Clay,Dry,Transplanted,164.34781425409636,25.544616202958867,46.47034320356912,73.42927004152666,4.783394660734338,5.06
NSIC 218,Sandy Loam,Dry,Direct Seeded,122.20337481617784,29.428166905773317,91.57490246035584,89.03842206498837,4.881500697245126,5.73
NSIC Rc 160,Silty Clay,Dry,Transplanted,152.0091542460255,22.779828329899832,127.90451603622388,73.92393563392969,2.752268955360084,4.21
IR64,Clay,Wet,Transplanted,184.59240082032827,27.673399295689357,180.1415873554168,79.23973323201473,4.612210103701013,4.9
Dinorado,Clay Loam,Wet,Transplanted,70.42612135423568,26.290727674550034,263.6781402707769,71.19186440575317,3.947715861030327,5.03
NSIC Rc 160,Silty Clay,Wet,Direct Seeded,87.55595760604666,22.176165071411074,263.84192611637025,79.08978678059184,2.901561679712966,4.1
Dinorado,Clay,Wet,Transplanted,131.40518708849675,24.359755771194514,284.5841282360663,81.60296986877063,3.294131691840653,4.74
NSIC Rc 160,Sandy Loam,Wet,Direct Seeded,169.8515557028538,24.847919890667143,308.6714035918006,78.73966575865651,2.635106491919556,5.08
NSIC Rc 222,Silty Clay,Wet,Transplanted,55.43823431622911,23.118599463463223,389.3295914963405,75.43688823648593,3.5807115664355056,4.97
Dinorado,Sandy Loam,Wet,Direct Seeded,197.60272252945407,28.315369097426604,313.0422817729392,69.00332392875698,3.2662193210020725,4.49
IR64,Clay,Wet,Direct Seeded,118.23599043235957,24.42397876251889,370.9312879883529,79.3153702840867,3.646310192140053,3.69
IR64,Sandy Loam,Dry,Transplanted,103.88467109325845,24.776194996193883,51.4627822365051,87.25286685784089,4.241021642592271,4.16
NSIC 218,Clay,Wet,Direct Seeded,93.90866567596578,30.982385982001475,289.0759653672909,60.20737773509002,4.69701865610986,5.42
NSIC Rc 160,Clay,Wet,Direct Seeded,76.15350614763074,26.671230926931393,306.7319706568725,64.01787082289071,4.3160559596785895,4.22
Dinorado,Clay,Wet,Transplanted,168.7360863395042,25.921281469692723,167.4592382773924,63.59319475499567,4.535131906779837,5.67
NSIC 218,Silty Clay,Wet,Direct Seeded,193.3121247119145,29.238710383147172,183.31593072110388,87.69615908678563,5.09691736185638,5.93
Dinorado,Sandy Loam,Dry,Direct Seeded,112.04671322680973,31.09613796882912,135.60386994356043,79.88243066887844,5.121473330384532,4.88
NSIC Rc 160,Sandy Loam,Wet,Direct Seeded,192.86310421301843,22.25036336237444,294.9176087993849,88.55364319410452,5.082158045077522,4.62
IR64,Clay Loam,Dry,Direct Seeded,173.56964231525512,26.482388465553964,96.85347296718848,77.48439819637285,2.9595067464385796,4.49
NSIC Rc 222,Clay Loam,Dry,Transplanted,122.15766912144774,28.107813560779473,69.24447920062786,73.85198691477761,3.253207400780936,5.81
IR64,Clay Loam,Dry,Direct Seeded,151.10392686891993,25.185630981259898,97.24561459604101,83.77028735443088,4.006975914782716,4.21
NSIC 218,Clay Loam,Wet,Direct Seeded,115.24762687556944,29.724077221232417,248.9282174895073,64.82826802425674,3.576217882048081,5.04
NSIC Rc 222,Sandy Loam,Wet,Transplanted,133.80851123188285,31.714770702702737,349.7026299663754,71.44014348951964,2.8950069048398896,5.33
NSIC 218,Clay,Wet,Transplanted,58.706950552775574,31.434273662502832,285.794468718544,73.98822721602671,3.3632507038169543,5.35
NSIC Rc 160,Clay,Dry,Direct Seeded,154.43952129507997,24.65982539379942,66.2603867964707,68.95375183536355,5.426286284996918,4.16
NSIC Rc 222,Silty Clay,Dry,Transplanted,57.92369667262051,24.263382784374862,127.32498425874445,71.13856837225435,3.5407802664896084,4.86
NSIC 218,Clay,Dry,Transplanted,172.56274203794743,31.57490531021221,77.5246012094636,62.34315560773255,3.7567422048878845,5.25
NSIC Rc 160,Sandy Loam,Dry,Transplanted,173.74203941908362,26.586284874314657,136.16987036560715,65.93950768348674,2.519204265571891,4.93
IR64,Sandy Loam,Wet,Transplanted,85.56159313343218,24.082977230846918,370.5727597378345,70.06490160992786,4.658244639370596,4.12
NSIC Rc 160,Sandy Loam,Wet,Transplanted,98.54941715537004,29.069969636304183,393.0829196155728,83.87671299699403,3.7406501966361394,3.86
Dinorado,Silty Clay,Wet,Transplanted,122.19655678374399,24.844203239037917,186.90879628037123,65.47492064528592,2.8094201886854835,4.81
NSIC Rc 160,Clay Loam,Dry,Transplanted,139.49943603987222,24.672469750710523,81.37313131869571,70.39921121952673,5.405670214914016,4.31
NSIC Rc 160,Clay,Dry,Transplanted,93.1030492612995,30.792490430777846,102.45157454923421,61.947608645908055,4.832299637755261,4.52
Dinorado,Sandy Loam,Wet,Transplanted,138.87296069478876,23.624791533769034,248.70693791390664,76.71313034479817,4.678450268298181,4.87
NSIC 218,Sandy Loam,Wet,Direct Seeded,94.66806098439483,22.643929464662364,316.2452563095077,78.33752664422784,5.373617004525008,5.03
NSIC 218,Clay Loam,Dry,Direct Seeded,58.323608160659106,24.691864401716874,149.68421894095908,85.96549390386501,3.7224402535514134,5.1
NSIC Rc 160,Sandy Loam,Wet,Direct Seeded,50.379132474786346,28.069454128382038,226.3721888500874,84.57347995505893,4.655600620877346,4.35
Dinorado,Clay,Wet,Direct Seeded,65.17265868776428,23.230878534032705,216.7580844303738,68.56133864051641,3.118623692156353,4.11
Dinorado,Silty Clay,Dry,Direct Seeded,168.83760502460274,26.71594672276794,30.57521774119576,64.10861067569579,4.59136164235636,5.15
IR64,Sandy Loam,Dry,Transplanted,194.21469685750057,28.273371104253197,113.14208082267679,64.6824954663121,2.5422372765628083,4.74
NSIC 218,Clay,Dry,Transplanted,114.04492989218289,30.487369925931738,29.4421119082307,89.06891829121334,2.8789161413218425,4.49
NSIC Rc 222,Sandy Loam,Wet,Direct Seeded,126.90259301749141,24.298695912022545,353.4346401572092,80.19677442022072,3.7757767558085455,5.24
NSIC 218,Clay Loam,Dry,Direct Seeded,72.02722536101392,30.173463233827896,127.44129120701547,61.27712363409718,2.5362780844180244,4.49
NSIC 218,Sandy Loam,Wet,Transplanted,132.65470290202356,24.349062611312384,395.0946172646857,64.10337765135284,3.885897566351258,4.85
IR64,Sandy Loam,Wet,Direct Seeded,71.69823530104652,28.767665412396404,343.4508328118703,74.57400195302867,4.068375247195012,4.04
NSIC Rc 222,Silty Clay,Dry,Transplanted,141.6821496798245,26.30673571482455,93.50347336268163,66.23486412879359,4.364819792761246,5.83
IR64,Clay Loam,Wet,Direct Seeded,189.98880013712807,23.146812423786702,280.9191557010284,84.10976955000056,2.8011600309808493,4.18
NSIC Rc 222,Clay Loam,Dry,Transplanted,79.35478089545595,29.142634628218488,141.3423384849043,77.19651352708095,3.043035739381637,5.31
NSIC Rc 160,Silty Clay,Dry,Direct Seeded,164.6845577085653,24.177626185490176,131.23392427228157,78.37896623367895,4.339850112151585,4.63
NSIC Rc 222,Sandy Loam,Wet,Transplanted,53.525363422748605,23.766234260245916,260.62780798632866,73.88476644147636,4.474563137387918,5.61
IR64,Clay,Wet,Direct Seeded,106.32458619824314,25.583229285893832,284.91193013259124,67.68188326278947,2.5777006846308286,4.53
NSIC 218,Clay Loam,Dry,Direct Seeded,66.61227617457635,28.532902447594836,20.48208524563528,77.68210839607639,4.121102086345115,4.84
NSIC Rc 222,Clay Loam,Dry,Transplanted,102.87131623935491,24.33996478790628,29.222355835040528,81.50910138482195,4.854945195996498,5.22
NSIC Rc 222,Sandy Loam,Dry,Transplanted,76.03053794583252,23.836615387818856,94.16393000495553,71.12844232890501,2.707302633356182,5.06
Dinorado,Sandy Loam,Dry,Direct Seeded,105.99574851843312,22.099536257133643,82.56404959189048,75.14830891853507,3.7395185957395594,4.42
NSIC 218,Clay Loam,Dry,Direct Seeded,112.62842091612956,26.716430971017235,33.59911828588224,85.19051911416099,3.479533819090306,4.92
NSIC Rc 160,Sandy Loam,Dry,Transplanted,95.08866841713775,26.28645569315183,28.110291958030974,64.4604528546738,5.24099687605605,4.14
IR64,Clay,Wet,Transplanted,148.49329242096937,24.338677436373764,265.70992554693396,76.35673257822302,3.057407179619366,4.19
NSIC Rc 160,Clay Loam,Wet,Transplanted,187.82780768883646,22.536521640096908,275.72201419641704,70.45237985487684,3.4550812394334405,4.43
NSIC 218,Clay,Wet,Direct Seeded,110.08930611579086,26.29255874595837,200.8632626323069,81.08384274651692,5.19533423497391,5.35
NSIC Rc 222,Clay,Wet,Direct Seeded,78.85147347125321,29.88205111071631,375.9354873273319,60.56430729487184,3.4919599181799184,5.07
NSIC Rc 222,Sandy Loam,Dry,Transplanted,90.60841372939751,29.15282131327177,88.95870968182584,80.11419899409566,4.094042321756783,5.51
NSIC 218,Clay,Wet,Direct Seeded,178.10012352445534,30.607948898601702,338.633750380817,63.08693202048562,2.599106011692638,5.21
NSIC Rc 222,Sandy Loam,Wet,Direct Seeded,135.74595849052218,22.095826877131557,320.244355673305,61.94303258980974,5.4547073085251085,5.37
NSIC Rc 222,Silty Clay,Dry,Transplanted,118.25165484604359,31.664193168045983,16.849016716499925,81.73869902875839,4.974840123613569,5.6
NSIC Rc 222,Sandy Loam,Wet,Direct Seeded,72.445508226339,25.414122526274483,387.4812427436183,79.2102645871222,4.4032028342400285,5.07
IR64,Clay,Dry,Transplanted,117.45909624856729,31.903977960919647,132.32294241348148,86.84807792677977,2.682265819269941,3.73
IR64,Silty Clay,Dry,Transplanted,91.773800503608,24.526194606017746,122.99160877236687,75.58964867401936,2.724609884118342,3.96
Dinorado,Sandy Loam,Dry,Direct Seeded,191.47446917800238,26.715363875782447,119.9517960395525,75.90073276581501,4.134920892372069,4.66
NSIC Rc 160,Clay,Dry,Direct Seeded,182.6105164123597,25.539276765753037,12.23960058570375,81.21053506729652,3.3551933086103025,4.76
NSIC 218,Clay Loam,Dry,Transplanted,62.585381274229704,25.557607149943024,16.669732077783312,69.70192729059754,4.36836834250952,5.14
NSIC 218,Clay Loam,Wet,Transplanted,127.49802338918643,30.422820987482158,221.0985829782095,61.10737366265798,4.294577445543317,5.34
NSIC 218,Sandy Loam,Wet,Transplanted,83.75875182720081,29.46418939737339,170.28985272340356,66.90137477157174,5.015954194837893,5.38
Dinorado,Sandy Loam,Wet,Direct Seeded,111.61656342864359,31.92151435230048,356.5346650888329,67.140402356891,3.344131182137927,3.48
IR64,Clay Loam,Dry,Transplanted,181.52719973771846,28.135146827175127,86.97747696110201,70.06976550834581,4.233590573472977,5.11
Dinorado,Clay,Wet,Transplanted,129.12717798328174,26.632566043945026,399.60424091231374,88.30388199121388,4.832089956516283,5.21
NSIC 218,Clay,Wet,Transplanted,100.13229400561397,22.90073862946891,294.6081095050498,84.14528395989444,3.9723189589669787,5.17
NSIC Rc 160,Clay,Wet,Transplanted,81.18325311574955,31.965614195138567,164.70234697817045,88.07868735615577,4.991930994816833,4.44
NSIC Rc 222,Sandy Loam,Wet,Direct Seeded,170.04872891097338,27.515306529322828,345.1170100387353,89.95828770339001,2.893828604721319,5.22
IR64,Silty Clay,Dry,Direct Seeded,143.6777023046521,29.004774696901418,149.2195964451849,73.01337012261133,4.70169329544143,4.2
IR64,Silty Clay,Wet,Transplanted,120.20981906393467,26.067423871913114,168.4372622114604,66.81219950040914,5.328946274562935,4.4
Dinorado,Silty Clay,Dry,Direct Seeded,82.6226530794467,27.47715708179236,57.924268135989244,76.80012483765748,3.495649962980698,4.37
IR64,Silty Clay,Dry,Direct Seeded,100.13695612356969,31.425777318928873,58.212474296748155,86.43403241844356,3.599009327235895,4.04
NSIC 218,Silty Clay,Wet,Direct Seeded,193.97651401077778,23.664194379316026,285.0034965648203,73.97195583043734,2.7506490315725642,5.15
NSIC 218,Sandy Loam,Dry,Transplanted,128.01349064087515,24.923725843302545,28.798915360677668,75.1619790771676,4.4244783387241355,5.41
Dinorado,Sandy Loam,Dry,Direct Seeded,110.10489218648794,23.520597277780322,104.4070125235302,64.0331731778348,4.1573521769046105,4.69
