variety_maturity_days,variety_max_yield,variety_avg_yield,land_area_ha,fertilizer_kg_ha,historical_yield_tons_ha,temperature_avg,rainfall_mm,humidity_avg,yield_class,yield_tons_ha,variety_Angelica (NSIC Rc122),variety_NSIC 2016 Rc 456H (Mestiso 78),variety_NSIC RC 402 (Tubigan 36),variety_NSIC Rc 480,variety_NSIC Rc 486 (Mestiso 80),variety_NSIC Rc 512 (Tubigan 44),variety_NSIC Rc 534 (Salinas 29),variety_NSIC Rc 666H,variety_NSIC Rc124H (MESTISO 4),variety_NSIC Rc132H (MESTISO 6),variety_NSIC Rc160 (Tubigan 14),variety_NSIC Rc204H (Mestiso 20),variety_NSIC Rc216 (Tubigan 17),variety_NSIC Rc222 (Tubigan 18),variety_NSIC Rc234H (MESTISO 27),variety_NSIC Rc440(Tubigan 39),variety_PSB Rc18 (Ala),variety_PSB Rc72H (Mestiso),classification_Hybrid,classification_Inbred,soil_type_Clay,soil_type_Clay Loam,soil_type_Sandy Loam,soil_type_Silty Clay,season_Dry,season_Wet,seeding_method_Direct Seeded,seeding_method_Transplanted
121,5.0,4.7,4.69,77.1,4.44,27.1,158.5,73.6,Low,3.347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
107,14.0,5.5,5.53,122.3,4.99,30.98,275.1,83.8,Low,4.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
118,9.1,5.7,4.28,43.4,4.91,28.22,273.7,86.0,Low,3.434,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
115,9.8,6.5,1.36,80.0,5.67,26.88,264.2,54.3,Low,4.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
123,8.1,5.1,4.61,66.7,3.8,29.61,304.6,80.0,Low,3.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
111,11.7,6.4,2.42,74.2,5.95,26.09,328.4,85.4,Low,3.967,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
107,14.0,5.5,2.54,54.0,5.06,24.15,378.7,85.3,Low,4.363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
130,6.7,3.1,4.77,109.0,1.93,28.93,137.8,77.4,Low,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
113,10.2,5.6,3.92,41.8,4.87,31.07,82.5,75.5,Low,4.678,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
107,8.2,5.6,4.22,81.3,4.1,30.91,240.6,81.6,Low,3.332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
105,10.1,5.6,4.27,119.2,4.83,28.28,253.9,62.1,Low,4.625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
113,8.7,5.9,2.07,74.3,5.21,30.7,326.7,73.0,Low,4.533,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
130,6.7,3.1,2.76,44.4,3.15,26.67,239.3,72.6,Low,2.958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
123,8.1,5.1,3.35,164.4,3.83,31.78,208.4,73.3,Low,3.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
113,8.7,5.9,4.61,95.4,5.3,29.03,226.9,96.4,Low,3.96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
118,9.1,5.7,2.99,73.9,4.95,30.54,213.4,93.5,Low,4.527,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
123,8.1,5.1,3.52,56.5,4.88,31.33,271.9,84.0,Low,4.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
107,8.2,5.6,3.03,98.3,5.07,30.19,205.8,78.8,Low,4.964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
107,14.0,5.5,5.65,61.4,5.24,26.22,245.1,72.8,Low,3.945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
113,8.7,5.9,5.61,56.5,5.11,27.08,168.6,78.8,Low,4.651,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
104,9.3,5.7,3.61,63.8,5.28,27.04,237.7,70.0,Low,3.813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
109,10.8,5.5,5.78,50.3,4.83,24.38,199.5,55.7,Low,3.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
107,14.0,5.5,4.91,66.2,4.44,26.66,264.0,72.5,Low,3.671,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
130,6.7,3.1,3.11,82.3,3.37,29.03,209.0,80.7,Low,2.147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
109,10.8,5.5,3.34,72.3,4.79,28.44,176.7,79.6,Low,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
112,9.7,6.0,1.75,48.6,5.85,24.92,453.0,77.9,Low,4.917,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
104,9.3,5.7,1.77,48.1,5.56,25.42,168.4,81.9,Low,4.245,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
113,10.2,5.6,4.51,57.8,4.71,32.06,250.2,82.8,Low,3.818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
121,5.0,4.7,1.88,71.0,3.47,30.36,186.9,82.4,Low,4.084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
113,13.9,6.5,0.32,43.2,6.23,28.47,291.1,94.8,Low,5.091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
106,7.9,5.7,1.73,87.3,5.09,25.97,213.4,84.8,Low,4.473,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
107,4.4,3.2,4.98,114.5,2.35,25.88,162.3,75.0,Low,2.095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
105,10.1,5.6,4.31,123.8,4.41,24.95,271.0,101.3,Low,3.919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
123,9.9,5.4,3.2,135.0,4.5,25.59,246.4,77.1,Low,3.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0
131,6.7,3.1,3.5,54.4,2.72,28.13,313.6,70.7,Low,2.234,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
113,13.9,6.5,1.74,145.0,5.64,32.39,321.8,83.5,Low,4.567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
123,9.9,5.4,5.86,90.8,4.72,29.28,248.7,93.6,Low,3.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
104,9.3,5.7,5.79,157.1,4.16,27.85,342.9,67.9,Low,4.064,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
121,5.0,4.7,5.25,62.6,4.44,28.09,-31.0,67.7,Low,3.433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
109,10.8,5.5,2.22,46.1,5.18,28.53,67.6,92.2,Low,4.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
110,6.79,5.22,2.16,58.7,4.56,31.7,194.2,76.2,Low,4.983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
118,9.1,5.7,1.7,159.0,4.74,23.88,275.2,61.9,Low,3.876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
123,8.1,5.1,1.57,85.0,4.49,28.67,257.1,76.5,Low,3.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
109,10.8,5.5,3.97,62.4,4.61,26.93,73.5,81.5,Low,3.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
109,10.8,5.5,2.33,108.6,4.52,29.35,107.6,83.4,Low,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
118,9.1,5.7,4.24,74.0,5.59,32.36,229.4,89.0,Low,3.795,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
113,13.9,6.5,4.21,42.9,5.14,24.52,184.3,84.9,Low,4.578,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
115,9.8,6.5,3.19,67.8,4.83,26.22,135.1,80.7,Low,5.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
131,6.7,3.1,0.6,70.0,1.81,29.7,286.1,61.1,Low,3.001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
104,9.3,5.7,5.04,62.4,5.0,20.96,255.2,72.1,Low,3.403,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
113,8.7,5.9,0.55,47.6,5.13,22.85,293.5,70.5,Low,4.661,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
123,8.1,5.1,4.25,112.0,3.3,27.95,213.8,78.4,Low,4.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
107,4.4,3.2,2.13,142.4,2.76,30.47,169.1,51.7,Low,2.608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
107,8.2,5.6,3.46,50.0,4.9,25.56,92.9,85.0,Low,3.597,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
121,5.0,4.7,5.63,45.0,3.84,24.39,195.8,87.0,Low,3.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
113,13.9,6.5,5.54,79.9,5.85,27.35,117.0,87.4,Low,5.147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
121,5.0,4.7,0.49,77.2,3.95,30.66,249.9,73.9,Low,4.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
118,9.1,5.7,3.74,66.2,4.76,23.07,227.4,66.7,Low,3.424,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
123,8.1,5.1,5.32,97.1,4.63,27.25,481.7,58.9,Low,3.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
112,11.7,6.7,3.21,102.2,5.55,30.72,15.5,74.0,Low,4.923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
107,14.0,5.5,4.33,123.7,4.91,22.51,212.9,83.9,Low,3.663,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
121,5.0,4.7,3.68,52.6,4.06,28.87,45.4,65.1,Low,3.779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
118,9.1,5.7,3.32,88.5,5.15,28.34,168.4,80.1,Low,4.038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
112,9.7,6.0,3.15,48.7,5.77,32.8,139.9,73.4,Low,4.131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
109,10.8,5.5,1.74,119.4,4.97,24.04,282.9,77.5,Low,3.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
114,10.0,6.1,1.03,77.4,5.23,29.05,253.2,90.8,Low,3.535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
107,4.4,3.2,5.28,172.7,2.19,28.8,325.7,65.5,Low,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
123,9.9,5.4,5.68,120.4,5.04,30.02,341.9,75.5,Low,4.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0
121,5.0,4.7,4.24,156.6,3.26,30.89,125.2,91.9,Low,3.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
123,8.1,5.1,5.82,44.8,4.75,23.82,193.2,79.7,Low,4.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
113,10.2,5.6,3.98,101.9,5.25,31.54,378.5,89.7,Low,5.369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
121,5.0,4.7,3.1,54.8,4.2,27.32,-71.8,79.2,Low,2.917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
109,10.8,5.5,1.58,116.7,4.81,27.68,282.3,67.8,Low,4.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
110,6.79,5.22,4.9,83.0,4.3,24.89,123.1,83.2,Low,2.959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
104,9.3,5.7,3.87,44.0,5.24,24.15,269.1,57.8,Low,3.877,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
107,14.0,5.5,3.07,166.0,4.38,29.29,144.3,76.1,Low,4.267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
123,8.1,5.1,3.7,47.3,5.23,21.66,279.2,94.9,Low,4.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
109,10.8,5.5,3.91,136.4,4.64,30.19,332.2,60.0,Low,4.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
113,10.2,5.6,0.91,63.1,4.85,27.61,165.4,64.9,Low,4.111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
113,10.2,5.6,0.37,94.5,4.95,31.81,280.6,77.9,Low,4.473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
130,6.7,3.1,3.79,111.7,2.44,27.12,317.5,90.3,Low,2.258,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
118,9.1,5.7,1.51,168.9,4.74,28.76,371.2,69.9,Low,4.265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
107,4.4,3.2,3.89,90.7,2.83,31.09,209.0,70.5,Low,2.373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
130,6.7,3.1,1.67,163.9,2.55,27.65,147.9,79.9,Low,2.988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
130,6.7,3.1,2.99,62.5,3.17,28.44,263.7,90.8,Low,3.08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
105,10.1,5.6,3.56,71.7,5.55,29.9,293.0,74.1,Low,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
118,9.1,5.7,4.0,136.7,4.67,32.71,157.3,90.8,Low,4.048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
113,13.9,6.5,3.55,42.5,5.84,27.78,72.9,81.0,Low,4.109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
115,9.8,6.5,2.66,57.4,5.58,24.22,172.5,59.9,Low,5.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
123,9.9,5.4,5.12,106.9,4.74,27.67,154.1,75.2,Low,4.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0
111,11.7,6.4,0.51,76.1,5.81,31.02,328.6,85.4,Low,5.319,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
121,5.0,4.7,5.4,72.8,4.84,25.8,333.1,79.0,Low,4.567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
111,11.7,6.4,2.46,112.2,5.67,23.17,228.0,69.7,Low,3.601,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
123,8.1,5.1,0.97,118.6,4.38,26.73,292.5,70.7,Low,5.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
112,11.7,6.7,1.51,117.4,4.6,28.06,241.4,73.9,Low,4.884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
109,10.8,5.5,5.42,47.4,4.94,25.12,222.2,77.0,Low,3.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
112,11.7,6.7,4.8,57.2,5.77,28.95,59.5,87.8,Low,5.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
113,13.9,6.5,3.08,44.7,5.78,27.75,109.5,60.4,Low,4.885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
110,6.79,5.22,4.71,107.7,4.93,28.98,318.8,88.6,Low,3.318,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
107,4.4,3.2,2.36,52.1,2.72,25.4,157.2,84.9,Low,2.051,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
113,13.9,6.5,4.22,52.8,5.71,29.94,258.4,92.5,Low,4.874,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
109,10.8,5.5,4.81,75.4,5.4,29.84,267.7,71.4,Low,3.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
114,10.0,6.1,3.58,119.3,4.49,27.57,2.5,86.9,Low,4.915,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
118,9.1,5.7,3.68,118.5,5.41,32.74,332.7,86.2,Low,3.614,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
113,13.9,6.5,1.73,48.8,5.35,28.35,134.2,81.8,Low,5.945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
123,9.9,5.4,2.14,62.1,4.75,31.16,172.6,64.3,Low,5.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0
122,8.2,5.6,1.33,44.7,4.67,32.24,136.9,79.4,Low,5.23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
123,9.9,5.4,5.61,117.4,5.02,29.51,330.4,74.5,Low,3.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0
115,9.8,6.5,4.13,76.0,5.35,25.85,235.6,85.1,Low,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
113,8.7,5.9,5.58,121.3,5.24,31.12,172.9,79.4,Low,4.751,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
131,6.7,3.1,0.59,41.0,2.23,33.47,268.5,93.8,Low,2.022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
122,8.2,5.6,0.43,64.4,4.24,26.4,291.4,95.9,Low,4.404,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
110,6.79,5.22,5.04,70.2,4.34,27.86,229.2,72.2,Low,4.369,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
111,11.7,6.4,3.26,45.1,5.32,30.13,111.4,84.4,Low,5.21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
123,9.9,5.4,4.25,108.0,4.46,27.48,115.3,77.7,Low,3.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
123,8.1,5.1,2.55,64.8,4.69,24.12,83.4,81.4,Low,3.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
123,8.1,5.1,4.13,46.2,4.42,26.91,80.6,90.2,Low,2.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
112,11.7,6.7,3.61,61.2,5.69,29.84,56.0,80.1,Low,4.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
112,9.7,6.0,3.99,167.2,4.59,23.17,137.9,66.3,Low,4.196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
118,9.1,5.7,4.74,83.6,5.13,31.29,16.0,65.6,Low,4.646,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
114,10.0,6.1,3.77,42.6,4.24,24.74,256.2,64.0,Low,5.476,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
123,9.9,5.4,4.49,114.4,4.26,27.34,51.9,85.8,Low,5.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
121,5.0,4.7,1.51,103.5,3.96,26.26,152.7,71.5,Low,3.566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
121,5.0,4.7,0.71,53.9,3.9,29.2,229.2,81.2,Low,3.264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
121,5.0,4.7,5.21,69.9,3.65,27.11,317.7,69.1,Low,4.633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
123,8.1,5.1,4.27,56.6,4.56,26.01,166.9,62.8,Low,3.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
123,9.9,5.4,5.66,102.6,4.06,24.69,328.6,69.2,Low,4.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
130,6.7,3.1,1.09,168.9,2.23,31.86,240.7,63.0,Low,2.447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
115,9.8,6.5,4.62,42.0,5.85,26.91,349.8,77.8,Low,4.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
113,8.7,5.9,2.32,70.1,4.7,28.21,258.4,83.3,Low,4.278,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
107,8.2,5.6,2.85,51.2,5.33,26.99,186.7,73.6,Low,4.698,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
115,9.8,6.5,3.2,97.2,5.14,27.42,318.8,76.6,Low,5.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
113,13.9,6.5,1.03,64.9,6.08,26.25,63.6,70.2,Low,5.566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
121,5.0,4.7,1.69,114.2,4.27,22.97,366.6,72.7,Low,2.953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
105,10.1,5.6,3.65,51.6,4.91,25.16,117.6,70.7,Low,4.985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
111,11.7,6.4,3.26,99.2,5.52,30.02,259.6,54.5,Low,4.999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
104,9.3,5.7,3.37,68.7,4.33,32.82,147.2,73.1,Low,3.521,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
113,8.7,5.9,4.04,74.6,5.15,29.32,127.5,85.7,Low,4.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
